UserID,ContentType,SportsName,Genre,Country,Language,TotalMins,TotalCNT
126,Entertainment,,Romance,UAE,French,16.3,113
178,Sports,Basketball,,UAE,,32.9,1130
240,Sports,Tennis,,Qatar,,44.1,1258
160,Sports,Basketball,,Qatar,,10.5,527
134,Sports,Football,,Qatar,,1.7,35
179,Sports,Swimming,,Egypt,,46.4,248
153,Sports,Football,,Qatar,,66.6,359
137,Entertainment,,Romance,Qatar,English,15.4,1372
175,Entertainment,,Thriller,Egypt,French,24.4,1305
246,Entertainment,,Thriller,Kuwait,English,22.0,137
164,Sports,Football,,Bahrain,,64.5,1076
297,Entertainment,,Thriller,Egypt,English,27.1,19
121,Sports,Swimming,,Qatar,,102.9,202
202,Sports,Cricket,,Egypt,,13.8,384
183,Sports,Motorsports,,Egypt,,8.6,348
261,Entertainment,,Horror,Kuwait,Arabic,109.6,704
226,Entertainment,,Action,Saudi Arabia,English,95.5,223
290,Sports,Swimming,,Qatar,,38.1,357
211,Entertainment,,Comedy,UAE,Arabic,109.7,411
231,Entertainment,,Comedy,UAE,English,71.0,526
154,Sports,Tennis,,UAE,,34.6,686
200,Entertainment,,Thriller,UAE,Arabic,14.9,416
297,Entertainment,,Drama,UAE,Arabic,208.0,316
197,Entertainment,,Horror,Kuwait,English,117.7,598
259,Sports,Football,,Bahrain,,5.5,391
142,Sports,Cricket,,Egypt,,13.1,1240
239,Sports,Padel,,Egypt,,57.4,1168
277,Sports,Swimming,,Saudi Arabia,,26.8,382
117,Sports,Tennis,,Egypt,,63.1,436
101,Sports,Swimming,,Qatar,,34.2,1021
121,Entertainment,,Horror,Saudi Arabia,English,68.1,75
292,Entertainment,,Action,Qatar,Arabic,8.2,48
118,Sports,Tennis,,Kuwait,,59.5,334
299,Sports,Motorsports,,Qatar,,4.0,573
238,Sports,Cricket,,UAE,,9.9,1159
141,Sports,Swimming,,Egypt,,101.0,321
246,Entertainment,,Comedy,Kuwait,Arabic,45.2,209
135,Sports,Cricket,,Qatar,,25.6,449
132,Entertainment,,Comedy,Egypt,English,1.4,313
135,Sports,Tennis,,Kuwait,,12.8,373
264,Sports,Football,,UAE,,72.5,681
274,Entertainment,,Action,UAE,Turkish,55.5,1124
226,Sports,Basketball,,Egypt,,1.8,360
213,Entertainment,,Comedy,Egypt,English,97.6,209
236,Sports,Cricket,,Saudi Arabia,,1.5,736
121,Sports,Swimming,,UAE,,15.7,855
208,Entertainment,,Romance,Egypt,English,60.0,3761
266,Entertainment,,Romance,Bahrain,Arabic,61.0,951
190,Entertainment,,Horror,Qatar,English,14.2,458
218,Sports,Basketball,,Qatar,,37.7,298
118,Entertainment,,Horror,UAE,Arabic,10.9,436
221,Entertainment,,Romance,UAE,English,18.2,1513
159,Entertainment,,PG,Qatar,Arabic,6.3,96
286,Entertainment,,Drama,UAE,Arabic,8.5,732
231,Entertainment,,Romance,UAE,English,19.5,866
231,Entertainment,,Thriller,Egypt,English,46.6,46
278,Sports,Swimming,,Qatar,,12.9,85
219,Entertainment,,PG,UAE,English,6.4,1360
254,Sports,Basketball,,Kuwait,,11.7,173
110,Sports,Tennis,,Kuwait,,50.9,260
190,Entertainment,,Comedy,UAE,Arabic,21.5,885
135,Entertainment,,Horror,Egypt,French,31.2,54
142,Entertainment,,PG,Egypt,English,0.9,2557
223,Entertainment,,Drama,Bahrain,Arabic,10.5,825
207,Sports,Swimming,,UAE,,19.8,436
193,Sports,Basketball,,Iraq,,55.5,225
126,Entertainment,,Horror,UAE,English,53.0,910
125,Entertainment,,Comedy,UAE,Arabic,67.0,792
120,Sports,Padel,,Bahrain,,124.3,132
117,Entertainment,,Comedy,UAE,English,9.8,174
207,Entertainment,,Horror,Qatar,English,67.8,595
187,Entertainment,,Drama,Palestine,Arabic,89.5,598
163,Entertainment,,Romance,Kuwait,French,12.3,491
253,Sports,Motorsports,,UAE,,24.1,530
286,Sports,Tennis,,UAE,,251.0,599
207,Sports,Tennis,,UAE,,91.1,10
252,Sports,Padel,,Egypt,,76.3,685
118,Sports,Football,,Egypt,,51.7,92
291,Entertainment,,Action,Egypt,Arabic,122.0,313
237,Sports,Padel,,UAE,,28.3,219
126,Sports,Cricket,,UAE,,8.3,76
275,Entertainment,,Romance,UAE,Hindi,49.5,299
241,Sports,Tennis,,Saudi Arabia,,24.0,724
219,Entertainment,,Romance,Qatar,Arabic,109.1,25
229,Sports,Padel,,UAE,,98.9,300
204,Sports,Basketball,,Qatar,,78.2,164
244,Entertainment,,Drama,Qatar,English,130.2,122
261,Entertainment,,Comedy,Bahrain,English,43.9,1164
225,Entertainment,,Comedy,UAE,English,50.0,369
140,Sports,Tennis,,Egypt,,16.8,132
205,Sports,Basketball,,Qatar,,12.2,62
274,Entertainment,,Action,Egypt,Arabic,28.7,966
266,Sports,Padel,,Qatar,,6.6,25
194,Entertainment,,Horror,Qatar,Arabic,25.6,69
150,Sports,Cricket,,Egypt,,136.7,416
232,Entertainment,,Comedy,Saudi Arabia,English,2.1,1061
121,Sports,Football,,Qatar,,22.7,391
180,Entertainment,,Drama,Qatar,English,43.4,591
227,Entertainment,,Drama,Qatar,Hindi,149.1,5
284,Sports,Tennis,,Qatar,,42.5,91
118,Entertainment,,Drama,UAE,Arabic,126.1,606
204,Entertainment,,Romance,Saudi Arabia,Turkish,69.4,1769
293,Sports,Football,,Saudi Arabia,,78.2,414
144,Sports,Swimming,,Qatar,,10.2,1069
159,Sports,Basketball,,UAE,,46.6,118
157,Entertainment,,Thriller,Egypt,Turkish,96.1,40
231,Sports,Football,,Egypt,,22.1,696
209,Entertainment,,Romance,Qatar,Arabic,3.0,969
157,Entertainment,,Thriller,Qatar,Hindi,54.4,930
149,Entertainment,,Romance,Qatar,Arabic,17.3,752
109,Entertainment,,Comedy,Qatar,Arabic,2.9,234
150,Entertainment,,Horror,UAE,Hindi,22.6,942
153,Entertainment,,Comedy,Qatar,Arabic,208.1,962
276,Entertainment,,Drama,Qatar,Arabic,11.7,82
107,Entertainment,,Thriller,Palestine,Arabic,59.8,454
187,Entertainment,,Horror,Qatar,Hindi,61.1,701
286,Sports,Cricket,,Qatar,,72.8,1396
288,Sports,Motorsports,,Qatar,,17.5,672
233,Entertainment,,Comedy,UAE,Turkish,12.0,155
104,Sports,Padel,,Qatar,,8.4,301
211,Entertainment,,PG,Qatar,English,160.6,52
256,Entertainment,,Thriller,Qatar,Arabic,121.0,254
177,Entertainment,,Thriller,Iraq,English,30.4,39
144,Sports,Padel,,UAE,,23.9,1
119,Entertainment,,Horror,UAE,Turkish,68.7,112
238,Sports,Padel,,Egypt,,80.8,153
284,Sports,Tennis,,Egypt,,57.1,402
157,Entertainment,,Action,Egypt,Hindi,196.8,386
299,Entertainment,,Action,Qatar,English,16.0,1307
265,Entertainment,,Comedy,Egypt,Arabic,49.0,344
296,Sports,Football,,UAE,,33.4,108
272,Entertainment,,Thriller,UAE,English,114.8,90
288,Entertainment,,Action,Qatar,English,43.1,461
153,Entertainment,,Comedy,Qatar,Arabic,73.2,907
223,Sports,Football,,Qatar,,204.2,140
273,Sports,Football,,UAE,,33.7,237
184,Entertainment,,Romance,Qatar,Arabic,48.2,28
223,Entertainment,,Drama,UAE,Turkish,121.0,838
253,Sports,Cricket,,Saudi Arabia,,19.3,857
259,Sports,Padel,,Kuwait,,71.7,777
284,Entertainment,,Drama,Egypt,English,76.7,156
111,Entertainment,,Horror,Egypt,Arabic,39.8,6
215,Entertainment,,Action,UAE,Hindi,30.7,1393
106,Sports,Padel,,UAE,,30.9,1390
147,Sports,Basketball,,Kuwait,,45.3,360
117,Sports,Tennis,,UAE,,133.8,578
215,Entertainment,,Drama,Saudi Arabia,English,97.3,158
103,Entertainment,,Romance,UAE,English,10.2,222
238,Sports,Football,,Egypt,,42.3,19
102,Entertainment,,PG,Qatar,Arabic,38.8,610
259,Entertainment,,PG,UAE,Turkish,27.7,125
244,Sports,Motorsports,,Egypt,,54.7,1644
264,Sports,Football,,Egypt,,30.3,1095
117,Entertainment,,Thriller,Saudi Arabia,English,60.0,1133
112,Sports,Cricket,,Egypt,,30.3,43
190,Entertainment,,Drama,Egypt,French,21.3,53
171,Sports,Cricket,,Bahrain,,35.9,59
299,Entertainment,,Drama,Qatar,English,19.6,778
181,Sports,Swimming,,Kuwait,,30.7,111
196,Entertainment,,PG,UAE,English,106.2,70
129,Sports,Football,,UAE,,42.1,300
290,Sports,Swimming,,UAE,,86.0,1085
176,Sports,Basketball,,UAE,,46.9,628
291,Sports,Tennis,,Qatar,,121.2,162
253,Sports,Tennis,,Egypt,,98.9,70
264,Entertainment,,Thriller,Egypt,Turkish,10.0,92
165,Entertainment,,PG,UAE,Turkish,41.7,1159
147,Entertainment,,Horror,UAE,Arabic,31.0,463
231,Sports,Cricket,,UAE,,16.3,378
230,Entertainment,,Action,UAE,French,13.1,172
124,Entertainment,,PG,UAE,English,4.4,2111
148,Entertainment,,Drama,Egypt,Arabic,80.4,1297
106,Entertainment,,Horror,Qatar,Arabic,52.7,382
236,Entertainment,,Action,UAE,Arabic,3.8,126
245,Sports,Swimming,,Qatar,,10.0,693
193,Sports,Tennis,,Qatar,,35.9,1358
274,Sports,Cricket,,Qatar,,67.1,668
195,Sports,Cricket,,Qatar,,24.0,74
118,Entertainment,,Comedy,Egypt,English,7.7,28
171,Entertainment,,Drama,UAE,Hindi,31.0,14
202,Sports,Motorsports,,Qatar,,15.2,428
165,Entertainment,,Thriller,Saudi Arabia,French,13.6,275
201,Sports,Basketball,,UAE,,98.8,199
196,Sports,Padel,,Qatar,,109.6,12
165,Sports,Tennis,,Qatar,,9.5,145
116,Entertainment,,PG,Egypt,Arabic,15.0,395
266,Sports,Cricket,,Qatar,,73.9,1480
153,Sports,Padel,,Qatar,,8.2,831
294,Entertainment,,Comedy,Qatar,Arabic,40.5,783
194,Entertainment,,PG,Egypt,English,39.4,334
159,Sports,Cricket,,Saudi Arabia,,0.3,1356
123,Entertainment,,Action,Saudi Arabia,English,90.1,97
138,Sports,Football,,Saudi Arabia,,111.5,516
227,Entertainment,,Thriller,Iraq,Arabic,68.2,379
147,Entertainment,,PG,Iraq,English,138.9,3
167,Entertainment,,Drama,Egypt,French,0.2,0
201,Entertainment,,Romance,UAE,English,3.2,369
183,Sports,Cricket,,Egypt,,17.2,305
253,Sports,Basketball,,Kuwait,,48.7,19
166,Entertainment,,Action,Egypt,Arabic,52.9,538
231,Entertainment,,PG,UAE,Hindi,3.5,279
148,Entertainment,,Drama,Kuwait,Hindi,24.5,185
151,Sports,Football,,Egypt,,8.6,666
243,Sports,Padel,,Egypt,,14.8,652
286,Entertainment,,Thriller,Qatar,French,2.6,645
160,Sports,Football,,Palestine,,22.4,858
300,Sports,Tennis,,Iraq,,28.6,409
198,Entertainment,,Thriller,UAE,English,19.6,122
148,Sports,Tennis,,Saudi Arabia,,21.6,402
253,Entertainment,,Horror,Saudi Arabia,English,6.7,77
169,Entertainment,,Romance,Kuwait,English,102.4,518
142,Entertainment,,Romance,Egypt,English,25.0,1058
209,Entertainment,,Horror,Qatar,English,95.8,518
268,Sports,Swimming,,UAE,,75.4,198
132,Entertainment,,Action,UAE,Arabic,25.4,130
156,Sports,Motorsports,,Kuwait,,107.7,1382
187,Sports,Football,,UAE,,88.6,569
280,Sports,Swimming,,Qatar,,109.8,239
238,Entertainment,,Romance,Bahrain,French,2.9,115
238,Entertainment,,Romance,Egypt,Hindi,6.0,300
196,Sports,Padel,,Iraq,,32.6,54
109,Entertainment,,Drama,Qatar,French,186.1,408
182,Entertainment,,Comedy,Egypt,English,18.0,34
156,Sports,Football,,Qatar,,46.0,468
142,Sports,Padel,,Kuwait,,32.3,2202
300,Sports,Basketball,,Qatar,,15.5,122
106,Entertainment,,Romance,Egypt,English,41.5,85
280,Entertainment,,Action,Qatar,Arabic,7.6,575
108,Sports,Tennis,,Egypt,,51.9,409
191,Sports,Football,,Egypt,,115.6,745
175,Entertainment,,Drama,Qatar,English,102.3,156
216,Sports,Football,,UAE,,47.1,152
141,Sports,Basketball,,Qatar,,14.0,1108
163,Sports,Swimming,,UAE,,63.1,1971
220,Entertainment,,Thriller,Egypt,Arabic,28.3,209
126,Entertainment,,Comedy,Bahrain,Turkish,166.9,468
170,Sports,Football,,Egypt,,5.8,1345
233,Entertainment,,Horror,Qatar,English,18.0,111
250,Entertainment,,Comedy,UAE,French,19.1,455
249,Sports,Tennis,,Egypt,,22.4,590
201,Sports,Padel,,Egypt,,18.9,501
259,Entertainment,,Drama,Egypt,English,23.4,415
265,Sports,Tennis,,Kuwait,,21.3,418
163,Entertainment,,Thriller,Egypt,Arabic,37.1,1076
204,Entertainment,,Romance,Kuwait,Turkish,31.2,99
149,Entertainment,,Action,Egypt,Arabic,0.9,193
265,Sports,Motorsports,,UAE,,116.9,51
212,Sports,Padel,,Egypt,,18.8,604
267,Sports,Swimming,,UAE,,107.1,125
158,Sports,Basketball,,Kuwait,,98.8,935
212,Sports,Cricket,,Egypt,,19.4,20
215,Entertainment,,Comedy,Saudi Arabia,French,159.4,741
123,Entertainment,,Thriller,UAE,Arabic,61.4,1386
254,Sports,Football,,Bahrain,,5.4,459
166,Sports,Basketball,,Qatar,,9.1,5
168,Entertainment,,Romance,Qatar,English,22.3,8
227,Entertainment,,Drama,UAE,Turkish,0.5,1597
258,Entertainment,,Comedy,Qatar,Arabic,5.1,788
130,Entertainment,,Comedy,Qatar,English,146.3,237
180,Entertainment,,Thriller,UAE,Arabic,20.0,237
161,Entertainment,,Action,Qatar,Arabic,72.1,1233
291,Sports,Tennis,,UAE,,30.5,71
280,Entertainment,,Action,Egypt,Arabic,21.8,508
142,Entertainment,,Romance,Kuwait,English,8.9,65
194,Entertainment,,PG,Saudi Arabia,English,24.4,603
160,Sports,Padel,,Saudi Arabia,,37.7,226
245,Sports,Cricket,,UAE,,14.1,173
113,Entertainment,,Drama,Qatar,English,156.5,723
243,Sports,Swimming,,Bahrain,,34.6,264
200,Sports,Football,,UAE,,3.3,385
157,Entertainment,,Drama,Kuwait,Turkish,30.3,446
270,Entertainment,,Thriller,Egypt,English,24.9,251
190,Sports,Football,,Qatar,,6.9,35
152,Sports,Motorsports,,Qatar,,85.7,242
292,Entertainment,,Comedy,Egypt,Arabic,126.6,515
130,Sports,Padel,,UAE,,76.3,443
208,Sports,Cricket,,Saudi Arabia,,103.9,435
148,Entertainment,,Romance,Egypt,English,4.3,731
168,Sports,Swimming,,UAE,,19.9,276
208,Entertainment,,Horror,Egypt,Arabic,0.1,238
114,Entertainment,,Comedy,Qatar,Arabic,3.9,480
195,Entertainment,,Drama,UAE,English,20.6,65
139,Sports,Tennis,,Qatar,,80.7,308
104,Sports,Motorsports,,Qatar,,129.2,424
144,Sports,Football,,Egypt,,12.1,318
267,Entertainment,,Thriller,UAE,English,13.8,295
188,Sports,Basketball,,Qatar,,16.0,261
282,Entertainment,,Comedy,Egypt,Hindi,127.0,1077
269,Sports,Padel,,UAE,,26.3,541
171,Entertainment,,Action,Egypt,Turkish,1.3,299
282,Entertainment,,Comedy,Egypt,English,240.6,28
141,Entertainment,,Thriller,UAE,English,8.5,1657
151,Entertainment,,Action,Egypt,English,84.5,493
239,Sports,Motorsports,,Egypt,,35.6,1166
188,Entertainment,,Horror,Egypt,Hindi,17.7,196
146,Sports,Tennis,,Egypt,,5.6,2002
141,Entertainment,,Romance,UAE,English,60.0,391
298,Entertainment,,Drama,Qatar,Turkish,8.9,157
181,Sports,Basketball,,Qatar,,81.8,529
116,Sports,Padel,,UAE,,9.9,493
222,Entertainment,,Drama,Qatar,English,57.6,1653
159,Sports,Football,,Egypt,,330.3,112
266,Entertainment,,Drama,Qatar,English,14.9,218
254,Sports,Padel,,Bahrain,,43.5,843
176,Sports,Padel,,Qatar,,42.7,338
200,Entertainment,,Comedy,UAE,Arabic,46.6,335
291,Sports,Motorsports,,Qatar,,87.7,39
211,Sports,Padel,,Egypt,,17.1,933
181,Entertainment,,Horror,Iraq,Hindi,22.2,75
155,Sports,Basketball,,UAE,,25.2,1415
299,Entertainment,,Action,Egypt,English,36.4,15
182,Entertainment,,Action,Egypt,English,37.0,481
238,Sports,Swimming,,Qatar,,57.0,485
181,Entertainment,,Romance,Qatar,Turkish,34.4,1569
204,Entertainment,,Thriller,Kuwait,English,208.2,634
225,Sports,Swimming,,Qatar,,91.3,653
181,Sports,Tennis,,Egypt,,6.7,133
191,Sports,Cricket,,UAE,,3.0,1032
225,Sports,Cricket,,UAE,,32.3,361
119,Sports,Football,,Egypt,,23.4,440
274,Entertainment,,PG,Egypt,Turkish,52.3,195
119,Entertainment,,Romance,UAE,English,58.9,935
251,Sports,Swimming,,Egypt,,127.1,101
290,Entertainment,,Drama,Kuwait,English,23.7,596
209,Entertainment,,Horror,Qatar,Arabic,10.1,752
179,Sports,Tennis,,Qatar,,265.4,109
189,Sports,Padel,,Qatar,,0.2,1038
273,Entertainment,,Thriller,UAE,English,68.3,336
201,Sports,Tennis,,Saudi Arabia,,36.6,352
284,Sports,Cricket,,Qatar,,21.8,701
177,Sports,Tennis,,Egypt,,43.1,230
207,Sports,Padel,,UAE,,176.2,1925
183,Sports,Tennis,,Qatar,,165.8,255
245,Sports,Swimming,,UAE,,22.6,172
193,Entertainment,,Drama,Qatar,French,36.1,575
252,Sports,Tennis,,UAE,,45.7,164
155,Sports,Motorsports,,Qatar,,35.3,439
200,Sports,Motorsports,,Qatar,,38.5,894
103,Sports,Padel,,Egypt,,145.0,364
193,Entertainment,,PG,Qatar,English,26.1,378
263,Entertainment,,Thriller,Qatar,Arabic,77.7,577
249,Entertainment,,Comedy,UAE,Arabic,39.9,447
162,Sports,Padel,,Kuwait,,64.1,70
201,Entertainment,,Romance,UAE,French,118.4,950
128,Entertainment,,Romance,Egypt,English,82.1,543
258,Sports,Football,,Saudi Arabia,,0.9,600
230,Entertainment,,Drama,Palestine,English,1.7,877
203,Sports,Football,,Qatar,,15.6,282
149,Sports,Padel,,Egypt,,2.3,407
203,Sports,Motorsports,,UAE,,95.9,368
228,Entertainment,,Drama,Qatar,Arabic,14.7,350
184,Entertainment,,PG,Egypt,English,27.9,1800
126,Entertainment,,Romance,UAE,English,37.0,3
248,Entertainment,,Horror,Egypt,English,48.3,938
300,Sports,Padel,,Qatar,,22.0,573
289,Entertainment,,Horror,UAE,French,1.9,1526
191,Entertainment,,Horror,Qatar,Arabic,3.7,1091
239,Entertainment,,Thriller,Egypt,Turkish,110.2,315
182,Entertainment,,Comedy,Egypt,Hindi,13.5,92
245,Sports,Football,,UAE,,2.0,91
210,Entertainment,,Action,UAE,French,36.2,653
198,Sports,Swimming,,Qatar,,10.3,64
196,Entertainment,,Thriller,UAE,Arabic,158.8,43
240,Entertainment,,Romance,UAE,French,32.8,484
233,Sports,Cricket,,Egypt,,43.9,297
294,Sports,Motorsports,,Egypt,,12.7,486
279,Entertainment,,PG,UAE,Arabic,35.3,374
177,Sports,Swimming,,Saudi Arabia,,5.2,533
180,Entertainment,,Comedy,Bahrain,French,17.5,3
235,Sports,Basketball,,Saudi Arabia,,170.7,36
214,Entertainment,,Romance,UAE,English,19.1,383
280,Entertainment,,Action,UAE,Turkish,56.7,1099
267,Sports,Motorsports,,Saudi Arabia,,28.8,239
152,Entertainment,,Horror,Bahrain,Turkish,47.0,61
174,Sports,Swimming,,Qatar,,4.9,614
117,Entertainment,,PG,Qatar,Arabic,77.9,190
105,Entertainment,,PG,UAE,English,90.1,180
177,Entertainment,,Romance,UAE,Arabic,39.1,632
205,Entertainment,,Action,Qatar,Arabic,71.4,115
209,Entertainment,,Drama,UAE,Arabic,16.8,520
130,Sports,Cricket,,Egypt,,33.8,285
241,Entertainment,,Drama,Palestine,English,1.8,445
272,Sports,Tennis,,Kuwait,,41.3,394
146,Entertainment,,Thriller,Saudi Arabia,English,40.4,477
193,Sports,Motorsports,,Qatar,,86.1,388
293,Sports,Cricket,,Egypt,,5.4,1174
193,Entertainment,,Drama,UAE,English,86.2,22
247,Entertainment,,Comedy,UAE,English,80.8,321
279,Entertainment,,Action,Egypt,Arabic,2.0,73
212,Sports,Motorsports,,Egypt,,30.4,19
198,Sports,Cricket,,Qatar,,0.3,340
271,Sports,Football,,Egypt,,14.4,85
195,Sports,Padel,,UAE,,69.5,126
280,Entertainment,,Thriller,Egypt,Arabic,19.6,263
291,Entertainment,,PG,UAE,English,13.9,2221
250,Entertainment,,Drama,UAE,Arabic,88.6,1183
160,Sports,Cricket,,Bahrain,,7.8,172
202,Sports,Cricket,,UAE,,35.2,304
230,Entertainment,,Romance,Qatar,Arabic,5.4,652
117,Sports,Tennis,,Qatar,,2.0,1676
188,Entertainment,,Action,UAE,English,22.0,744
110,Entertainment,,Drama,Iraq,English,25.6,547
151,Entertainment,,PG,Egypt,English,32.6,109
123,Entertainment,,Thriller,UAE,Hindi,18.3,109
215,Sports,Padel,,Qatar,,3.6,27
169,Sports,Tennis,,UAE,,25.9,167
214,Sports,Tennis,,UAE,,8.9,396
186,Entertainment,,Romance,Qatar,English,105.3,298
274,Sports,Swimming,,UAE,,0.8,696
278,Sports,Tennis,,Saudi Arabia,,29.3,136
144,Sports,Football,,UAE,,92.0,93
206,Entertainment,,Romance,Bahrain,English,116.7,253
241,Entertainment,,Horror,Egypt,Arabic,0.8,92
136,Sports,Padel,,Egypt,,37.3,145
130,Sports,Swimming,,Qatar,,46.6,4
231,Entertainment,,Drama,Iraq,Arabic,45.1,278
230,Sports,Padel,,UAE,,12.3,499
291,Sports,Football,,Kuwait,,34.6,528
161,Entertainment,,Romance,Egypt,Arabic,20.9,2269
204,Sports,Padel,,Kuwait,,44.2,232
148,Sports,Padel,,UAE,,162.0,627
234,Entertainment,,Drama,Qatar,Turkish,19.6,348
287,Entertainment,,Romance,Egypt,English,29.6,829
116,Sports,Motorsports,,Egypt,,47.0,1039
290,Entertainment,,PG,Qatar,English,28.3,646
145,Entertainment,,Thriller,UAE,Turkish,21.7,1102
201,Sports,Swimming,,Bahrain,,52.7,266
187,Entertainment,,Drama,Egypt,Arabic,60.0,78
287,Sports,Padel,,UAE,,73.6,1004
229,Entertainment,,Drama,Kuwait,Arabic,66.0,471
244,Sports,Motorsports,,UAE,,69.2,97
189,Sports,Swimming,,Egypt,,48.1,592
150,Sports,Motorsports,,Egypt,,22.8,287
218,Entertainment,,Romance,Egypt,Arabic,38.9,299
113,Entertainment,,Thriller,UAE,Arabic,81.8,508
217,Entertainment,,Drama,Saudi Arabia,Arabic,79.2,1700
149,Entertainment,,Comedy,Egypt,Arabic,11.4,196
203,Sports,Cricket,,UAE,,84.4,222
250,Entertainment,,Action,UAE,English,70.3,124
171,Entertainment,,PG,Kuwait,English,32.3,755
109,Sports,Padel,,Saudi Arabia,,105.4,765
186,Sports,Football,,Qatar,,50.9,87
226,Entertainment,,Romance,Qatar,English,38.8,344
290,Sports,Padel,,Saudi Arabia,,26.4,476
239,Entertainment,,Action,Qatar,English,7.6,244
220,Sports,Basketball,,Qatar,,51.7,73
240,Sports,Padel,,Egypt,,19.1,351
208,Sports,Basketball,,UAE,,128.6,2746
274,Entertainment,,Horror,UAE,English,26.1,465
124,Sports,Football,,Egypt,,113.4,79
182,Sports,Motorsports,,Qatar,,27.2,37
184,Sports,Football,,Qatar,,79.5,391
253,Entertainment,,PG,UAE,English,7.9,130
276,Entertainment,,Comedy,Egypt,English,162.6,197
170,Entertainment,,PG,UAE,Arabic,108.4,368
192,Sports,Padel,,Qatar,,44.6,202
103,Entertainment,,Drama,Saudi Arabia,English,20.1,2795
116,Sports,Cricket,,Kuwait,,4.6,244
236,Sports,Swimming,,UAE,,0.5,239
123,Entertainment,,Horror,Qatar,Turkish,106.2,947
285,Entertainment,,Romance,Egypt,English,37.5,327
262,Sports,Cricket,,Saudi Arabia,,49.7,152
217,Sports,Tennis,,Qatar,,29.1,31
114,Sports,Motorsports,,Egypt,,2.5,203
160,Entertainment,,Action,UAE,English,155.5,1186
269,Entertainment,,Horror,UAE,English,51.5,261
133,Entertainment,,Horror,Bahrain,English,36.6,755
271,Entertainment,,PG,Qatar,English,3.6,115
171,Sports,Tennis,,Qatar,,24.1,299
111,Sports,Tennis,,UAE,,88.4,389
157,Entertainment,,Action,Egypt,Arabic,65.4,460
103,Entertainment,,Romance,Egypt,French,113.9,27
263,Entertainment,,Action,Kuwait,Arabic,2.9,34
300,Entertainment,,Action,Qatar,Arabic,65.9,193
152,Sports,Swimming,,Egypt,,22.5,512
144,Sports,Basketball,,Qatar,,45.2,918
168,Sports,Basketball,,Kuwait,,74.9,198
181,Entertainment,,PG,Qatar,Arabic,24.8,38
112,Entertainment,,Horror,Qatar,Arabic,22.4,706
181,Sports,Swimming,,Qatar,,27.5,414
148,Entertainment,,Action,UAE,English,148.9,2288
212,Entertainment,,Drama,Egypt,English,50.3,1035
170,Entertainment,,PG,Qatar,English,30.4,306
286,Sports,Tennis,,Qatar,,86.5,163
212,Entertainment,,Thriller,UAE,Hindi,96.4,40
148,Entertainment,,Thriller,Palestine,Arabic,13.6,419
261,Entertainment,,Action,Palestine,Arabic,25.6,22
199,Sports,Cricket,,Iraq,,232.2,525
117,Sports,Football,,UAE,,71.8,570
131,Entertainment,,PG,UAE,English,42.0,573
170,Sports,Padel,,UAE,,35.4,742
260,Entertainment,,Romance,Egypt,Hindi,8.5,958
241,Entertainment,,Action,UAE,Arabic,105.2,827
202,Entertainment,,Horror,Egypt,English,8.3,362
234,Sports,Swimming,,Bahrain,,20.9,82
101,Entertainment,,PG,UAE,Arabic,66.3,1001
216,Entertainment,,Comedy,UAE,Turkish,106.3,151
160,Sports,Tennis,,Qatar,,7.1,207
138,Entertainment,,Drama,Qatar,English,32.7,456
243,Sports,Football,,Egypt,,28.3,568
136,Entertainment,,Comedy,Qatar,English,1.2,552
181,Entertainment,,Drama,UAE,Hindi,15.3,67
160,Sports,Motorsports,,Saudi Arabia,,18.1,179
159,Entertainment,,Drama,Qatar,English,0.6,720
183,Entertainment,,Comedy,Kuwait,English,75.7,339
203,Entertainment,,Romance,Saudi Arabia,Arabic,5.4,289
249,Entertainment,,Drama,Egypt,Turkish,0.7,218
223,Entertainment,,Drama,Qatar,Hindi,41.5,869
147,Entertainment,,Horror,UAE,Arabic,114.3,314
204,Sports,Cricket,,UAE,,9.2,440
148,Entertainment,,Action,Iraq,Hindi,15.5,128
140,Entertainment,,Action,UAE,English,16.7,155
149,Entertainment,,Thriller,UAE,English,6.6,318
296,Entertainment,,Drama,UAE,Turkish,13.4,564
213,Sports,Football,,UAE,,117.7,1524
148,Sports,Swimming,,UAE,,0.5,318
266,Sports,Swimming,,Egypt,,12.4,115
129,Entertainment,,Action,Egypt,Hindi,98.0,3
260,Sports,Motorsports,,Egypt,,105.3,495
186,Sports,Swimming,,Qatar,,4.7,2836
189,Entertainment,,Thriller,UAE,Hindi,50.8,962
183,Entertainment,,Horror,UAE,Arabic,17.7,360
107,Sports,Football,,Qatar,,5.4,3
162,Sports,Tennis,,Qatar,,1.1,84
220,Entertainment,,Thriller,Qatar,English,10.5,381
239,Sports,Tennis,,Qatar,,4.6,479
179,Sports,Swimming,,Bahrain,,42.5,1287
142,Sports,Motorsports,,Saudi Arabia,,44.3,477
220,Entertainment,,Horror,UAE,Arabic,25.3,1202
101,Entertainment,,Action,UAE,Hindi,17.5,138
248,Sports,Motorsports,,Egypt,,27.8,363
188,Entertainment,,Romance,Bahrain,English,53.8,229
150,Entertainment,,Romance,UAE,English,7.2,856
262,Sports,Padel,,UAE,,3.0,562
184,Entertainment,,Thriller,Saudi Arabia,English,23.2,481
247,Entertainment,,Romance,Egypt,Turkish,236.0,72
209,Entertainment,,Drama,Kuwait,English,42.2,608
224,Sports,Basketball,,UAE,,162.5,140
144,Sports,Football,,Qatar,,38.7,796
