UserID,SportsName,ContentType,Genre,Country,Language,TotalMins,TotalCNT
138,,Entertainment,PG,UAE,English,60.6,1704
123,Motorsports,Sports,,Jordan,,13.8,362
140,,Entertainment,Comedy,Qatar,Arabic,28.1,441
187,,Entertainment,Romance,UAE,Arabic,137.4,90
139,,Entertainment,Thriller,UAE,Turkish,126.0,380
126,,Entertainment,Thriller,Bahrain,Arabic,9.5,6
132,Football,Sports,,Qatar,,201.0,32
184,,Entertainment,Drama,UAE,Hindi,17.0,1100
132,,Entertainment,Action,Jordan,Arabic,38.0,220
170,,Entertainment,Drama,Qatar,Arabic,82.8,1394
132,,Entertainment,Romance,Jordan,English,60.4,630
116,Motorsports,Sports,,Qatar,,87.3,1380
101,Tennis,Sports,,Bahrain,,97.0,337
144,,Entertainment,Thriller,UAE,English,5.9,139
104,,Entertainment,Horror,Qatar,English,2.9,66
155,Basketball,Sports,,Saudi Arabia,,3.5,1130
192,,Entertainment,Horror,Saudi Arabia,Hindi,57.2,270
139,,Entertainment,Comedy,Jordan,English,28.1,5
176,,Entertainment,PG,Saudi Arabia,French,123.2,2263
191,,Entertainment,Romance,UAE,Turkish,86.6,131
125,Basketball,Sports,,UAE,,102.4,2
156,,Entertainment,Action,Saudi Arabia,English,41.7,40
107,Basketball,Sports,,Qatar,,78.6,268
131,,Entertainment,Comedy,Bahrain,Arabic,13.7,981
152,Padel,Sports,,Qatar,,15.9,398
186,Cricket,Sports,,Jordan,,59.3,892
168,Basketball,Sports,,Qatar,,35.8,1225
191,Football,Sports,,UAE,,10.9,397
188,Football,Sports,,Egypt,,29.3,141
166,Padel,Sports,,Bahrain,,8.6,985
170,,Entertainment,PG,UAE,Arabic,7.6,1
120,Basketball,Sports,,Egypt,,44.5,161
169,Swimming,Sports,,Qatar,,5.3,84
164,Swimming,Sports,,Kuwait,,0.2,1034
150,Cricket,Sports,,Bahrain,,111.4,569
165,,Entertainment,Drama,Saudi Arabia,Arabic,117.4,373
195,,Entertainment,Thriller,Jordan,Turkish,12.7,1036
101,Padel,Sports,,Egypt,,120.4,1236
138,,Entertainment,Romance,Qatar,Turkish,17.6,356
114,,Entertainment,Horror,Kuwait,English,14.6,1581
188,,Entertainment,Horror,Saudi Arabia,Arabic,17.3,771
130,Tennis,Sports,,Egypt,,51.4,306
143,,Entertainment,Horror,Egypt,English,204.4,826
163,Swimming,Sports,,Qatar,,114.7,648
146,,Entertainment,Drama,Egypt,Arabic,0.9,427
186,,Entertainment,Drama,Saudi Arabia,Arabic,1.6,560
103,,Entertainment,Drama,Jordan,Hindi,3.5,270
139,Motorsports,Sports,,Jordan,,64.4,542
173,Football,Sports,,Kuwait,,49.1,26
150,,Entertainment,Comedy,UAE,English,41.8,473
146,,Entertainment,Horror,Kuwait,Arabic,94.5,479
119,Football,Sports,,Qatar,,67.9,538
121,Cricket,Sports,,UAE,,79.8,179
160,,Entertainment,Horror,Qatar,English,10.3,58
147,,Entertainment,Thriller,Bahrain,Hindi,4.0,320
191,,Entertainment,Comedy,Qatar,Arabic,30.2,451
119,,Entertainment,Comedy,Qatar,Arabic,225.8,554
156,,Entertainment,Drama,Saudi Arabia,Arabic,6.0,60
162,,Entertainment,Action,UAE,French,46.0,1620
182,Padel,Sports,,Saudi Arabia,,52.3,14
149,,Entertainment,Thriller,Saudi Arabia,English,33.4,74
127,Tennis,Sports,,UAE,,4.0,248
110,,Entertainment,Horror,Qatar,Arabic,81.3,473
116,,Entertainment,Drama,Saudi Arabia,Arabic,5.5,39
163,,Entertainment,Action,UAE,Arabic,27.6,248
155,Motorsports,Sports,,Egypt,,93.8,365
153,Padel,Sports,,Qatar,,128.7,509
152,,Entertainment,Drama,UAE,Arabic,141.7,444
176,,Entertainment,PG,Saudi Arabia,Arabic,17.3,568
108,Basketball,Sports,,Egypt,,71.9,35
187,,Entertainment,Horror,Bahrain,Arabic,48.0,355
103,,Entertainment,Action,Egypt,English,33.8,573
101,Swimming,Sports,,Egypt,,3.8,108
162,Motorsports,Sports,,Qatar,,4.3,399
162,Padel,Sports,,Qatar,,5.9,119
193,,Entertainment,Thriller,UAE,French,20.3,2416
174,Football,Sports,,Bahrain,,7.2,1059
156,Football,Sports,,UAE,,0.5,748
167,,Entertainment,PG,Saudi Arabia,Arabic,59.2,194
154,,Entertainment,Comedy,Egypt,Hindi,50.1,138
199,,Entertainment,Comedy,UAE,Arabic,9.2,783
149,,Entertainment,Action,UAE,Turkish,161.9,20
106,,Entertainment,Drama,Qatar,English,24.6,334
115,,Entertainment,Comedy,Kuwait,Arabic,72.4,721
157,Football,Sports,,Qatar,,27.9,264
196,Tennis,Sports,,Egypt,,60.5,342
119,Padel,Sports,,Jordan,,44.5,211
144,,Entertainment,Drama,Qatar,English,55.4,8
122,Cricket,Sports,,Kuwait,,23.5,309
105,Basketball,Sports,,Qatar,,118.7,1122
108,Swimming,Sports,,Jordan,,11.2,780
194,,Entertainment,Thriller,Egypt,Arabic,47.5,2121
182,Padel,Sports,,UAE,,5.6,104
198,Football,Sports,,Saudi Arabia,,21.5,934
165,,Entertainment,Drama,Kuwait,Arabic,78.0,33
173,,Entertainment,Horror,Bahrain,Arabic,19.8,385
152,,Entertainment,Action,Qatar,Arabic,31.2,745
120,Motorsports,Sports,,Kuwait,,8.3,887
163,Basketball,Sports,,Saudi Arabia,,151.3,419
148,,Entertainment,Thriller,Bahrain,French,59.1,490
139,Swimming,Sports,,Kuwait,,33.6,304
149,,Entertainment,Comedy,UAE,Hindi,15.1,574
143,,Entertainment,Drama,UAE,Turkish,22.3,458
181,Basketball,Sports,,UAE,,38.1,507
159,,Entertainment,Comedy,Qatar,Arabic,43.0,578
139,,Entertainment,Romance,Jordan,Arabic,24.9,256
151,,Entertainment,Drama,UAE,Turkish,22.8,1905
105,,Entertainment,Horror,UAE,English,29.2,406
187,,Entertainment,Romance,Qatar,Arabic,108.8,413
147,Motorsports,Sports,,Qatar,,20.2,100
106,Motorsports,Sports,,Qatar,,122.2,131
116,,Entertainment,Romance,UAE,Hindi,59.4,184
166,,Entertainment,Comedy,Saudi Arabia,Turkish,17.9,81
197,Padel,Sports,,Egypt,,175.4,1305
156,,Entertainment,Romance,Kuwait,Arabic,12.3,73
136,,Entertainment,Thriller,Saudi Arabia,English,17.3,200
119,Padel,Sports,,Egypt,,23.4,158
115,Tennis,Sports,,Saudi Arabia,,12.4,33
116,,Entertainment,Action,UAE,Arabic,12.8,787
156,Cricket,Sports,,UAE,,48.5,1242
125,,Entertainment,Comedy,Kuwait,English,63.3,186
176,,Entertainment,Thriller,UAE,Hindi,12.7,315
138,,Entertainment,Horror,UAE,Hindi,8.6,363
111,,Entertainment,Action,Qatar,French,50.2,1106
161,,Entertainment,PG,Saudi Arabia,Arabic,123.6,881
194,Football,Sports,,Qatar,,10.7,529
174,Motorsports,Sports,,Egypt,,43.4,542
145,Swimming,Sports,,Qatar,,54.8,479
132,Basketball,Sports,,Qatar,,46.5,569
188,,Entertainment,Comedy,UAE,Arabic,17.1,542
179,,Entertainment,PG,Qatar,English,106.6,440
134,Football,Sports,,Qatar,,116.2,243
152,Football,Sports,,Bahrain,,43.6,69
157,,Entertainment,Horror,Egypt,English,8.8,230
113,Basketball,Sports,,Egypt,,8.7,44
192,,Entertainment,Horror,Saudi Arabia,Arabic,11.7,724
124,Padel,Sports,,Kuwait,,50.9,245
126,,Entertainment,Romance,Egypt,English,28.9,401
160,,Entertainment,Horror,Kuwait,English,24.6,859
151,,Entertainment,Thriller,Egypt,Turkish,8.2,95
194,Tennis,Sports,,Qatar,,214.7,369
165,Football,Sports,,UAE,,63.8,514
109,Tennis,Sports,,Jordan,,5.1,20
122,,Entertainment,Thriller,Bahrain,Arabic,19.4,413
184,,Entertainment,Thriller,Egypt,Arabic,92.5,167
121,Tennis,Sports,,Kuwait,,15.9,86
114,Tennis,Sports,,Qatar,,11.4,591
126,Basketball,Sports,,Qatar,,30.4,171
135,,Entertainment,Romance,Saudi Arabia,English,78.9,154
139,,Entertainment,PG,Kuwait,Hindi,5.7,991
129,Basketball,Sports,,Qatar,,46.2,408
157,Motorsports,Sports,,UAE,,63.9,81
172,Basketball,Sports,,Kuwait,,6.9,290
115,,Entertainment,Comedy,UAE,Turkish,48.1,696
115,,Entertainment,Comedy,Qatar,Hindi,41.0,594
200,Motorsports,Sports,,Egypt,,24.7,167
119,Football,Sports,,Egypt,,63.9,75
143,,Entertainment,Horror,UAE,English,26.1,190
107,,Entertainment,Action,Kuwait,French,75.4,29
115,,Entertainment,PG,UAE,Arabic,117.0,1188
157,,Entertainment,Action,Egypt,Turkish,42.2,182
175,,Entertainment,Romance,Qatar,Arabic,15.0,315
166,,Entertainment,PG,Kuwait,English,54.9,437
133,,Entertainment,Action,UAE,English,5.0,194
168,Swimming,Sports,,Qatar,,88.4,809
169,,Entertainment,Comedy,Kuwait,English,55.0,360
101,,Entertainment,PG,UAE,English,28.4,161
183,,Entertainment,Drama,Egypt,Arabic,86.6,441
103,Padel,Sports,,UAE,,10.8,110
169,Tennis,Sports,,Egypt,,6.4,494
123,,Entertainment,Romance,Qatar,English,59.4,281
150,Football,Sports,,Qatar,,8.9,458
107,,Entertainment,Drama,Qatar,Arabic,24.0,234
158,Basketball,Sports,,Egypt,,68.2,724
154,Cricket,Sports,,Saudi Arabia,,5.8,320
145,Football,Sports,,Egypt,,35.4,2741
105,Cricket,Sports,,Jordan,,35.9,79
123,Motorsports,Sports,,UAE,,135.3,108
158,,Entertainment,Comedy,UAE,Arabic,21.7,95
195,,Entertainment,Comedy,Qatar,French,25.6,106
160,Padel,Sports,,Egypt,,30.3,81
148,,Entertainment,Romance,Egypt,French,4.4,363
197,,Entertainment,Drama,Saudi Arabia,English,20.3,116
115,Football,Sports,,Qatar,,12.3,203
161,Motorsports,Sports,,Egypt,,25.5,654
121,,Entertainment,Thriller,Egypt,Arabic,40.7,93
192,Football,Sports,,Jordan,,118.9,489
134,,Entertainment,Action,UAE,French,79.2,1644
117,Swimming,Sports,,UAE,,69.5,75
181,,Entertainment,Romance,Kuwait,English,33.4,276
150,Motorsports,Sports,,Bahrain,,0.6,1087
187,Football,Sports,,Saudi Arabia,,99.7,453
156,,Entertainment,Thriller,Saudi Arabia,Arabic,42.7,172
110,Padel,Sports,,Saudi Arabia,,24.5,474
138,,Entertainment,PG,Jordan,Arabic,27.8,1402
123,Motorsports,Sports,,Egypt,,6.7,196
117,,Entertainment,Romance,Egypt,English,3.8,168
156,Tennis,Sports,,Egypt,,37.8,1158
157,Cricket,Sports,,Kuwait,,11.6,58
151,Basketball,Sports,,Egypt,,10.5,462
170,,Entertainment,Comedy,Saudi Arabia,English,6.4,63
149,Football,Sports,,Bahrain,,30.1,1876
116,Cricket,Sports,,Saudi Arabia,,7.3,445
163,,Entertainment,Romance,Kuwait,Hindi,6.0,1013
192,,Entertainment,Thriller,Kuwait,Arabic,1.8,92
130,Swimming,Sports,,Bahrain,,4.9,1268
125,Tennis,Sports,,UAE,,0.3,311
135,,Entertainment,Thriller,Bahrain,Arabic,126.6,1366
119,,Entertainment,PG,Kuwait,English,42.4,478
167,Tennis,Sports,,Jordan,,13.5,1047
167,Football,Sports,,Jordan,,41.7,507
104,Football,Sports,,Qatar,,50.9,938
148,Basketball,Sports,,Qatar,,43.6,1008
120,Motorsports,Sports,,Egypt,,14.7,1078
187,Football,Sports,,Qatar,,32.3,177
109,,Entertainment,PG,UAE,English,50.3,879
187,,Entertainment,Thriller,Egypt,Turkish,27.8,517
115,Cricket,Sports,,Saudi Arabia,,8.2,1282
167,Motorsports,Sports,,Egypt,,61.0,243
136,Tennis,Sports,,Egypt,,17.0,108
190,,Entertainment,Thriller,UAE,English,123.1,561
181,,Entertainment,Action,Egypt,English,150.3,490
134,,Entertainment,Comedy,Qatar,English,10.6,970
115,,Entertainment,Thriller,Qatar,Arabic,173.5,593
149,Motorsports,Sports,,Qatar,,9.3,56
145,,Entertainment,PG,UAE,Arabic,20.0,309
168,,Entertainment,PG,Qatar,Turkish,62.3,503
163,,Entertainment,PG,UAE,Arabic,12.6,372
103,,Entertainment,Action,UAE,English,20.1,390
140,,Entertainment,Romance,Kuwait,Arabic,3.4,401
181,Swimming,Sports,,Qatar,,41.6,607
123,Cricket,Sports,,Saudi Arabia,,1.4,152
197,,Entertainment,PG,Jordan,Turkish,13.4,309
113,Cricket,Sports,,Qatar,,59.6,387
198,,Entertainment,Romance,Jordan,English,129.2,847
144,Tennis,Sports,,UAE,,5.4,317
106,,Entertainment,Comedy,UAE,English,17.8,710
151,Basketball,Sports,,UAE,,38.5,1192
166,,Entertainment,Thriller,Egypt,English,89.6,647
157,,Entertainment,PG,UAE,English,40.3,1623
178,Football,Sports,,UAE,,101.2,1324
105,Padel,Sports,,Saudi Arabia,,25.1,2152
114,Swimming,Sports,,Saudi Arabia,,42.1,408
125,,Entertainment,Drama,Qatar,Arabic,10.3,2
138,,Entertainment,Romance,Qatar,French,49.5,917
155,Padel,Sports,,Bahrain,,9.3,105
112,,Entertainment,Horror,UAE,Arabic,54.7,915
117,Tennis,Sports,,Kuwait,,76.6,1137
128,Padel,Sports,,Qatar,,14.4,186
184,Tennis,Sports,,UAE,,64.8,116
134,Basketball,Sports,,Bahrain,,24.2,662
149,Cricket,Sports,,UAE,,20.7,254
105,Football,Sports,,Kuwait,,15.9,354
108,Swimming,Sports,,Qatar,,101.9,1134
115,Swimming,Sports,,UAE,,10.3,686
119,Motorsports,Sports,,UAE,,43.5,1593
183,,Entertainment,Thriller,UAE,French,9.2,197
173,Padel,Sports,,UAE,,19.1,387
136,,Entertainment,Thriller,UAE,Turkish,3.3,485
105,,Entertainment,PG,Saudi Arabia,English,17.2,133
151,,Entertainment,Action,UAE,Arabic,52.8,1212
155,Basketball,Sports,,Kuwait,,42.2,522
138,,Entertainment,Romance,Egypt,Arabic,60.9,97
193,,Entertainment,PG,Bahrain,English,68.8,61
165,Tennis,Sports,,Egypt,,6.7,287
118,,Entertainment,Drama,Egypt,English,131.4,213
142,,Entertainment,Drama,UAE,English,89.3,307
145,,Entertainment,Drama,Qatar,Arabic,112.0,1397
193,Tennis,Sports,,Bahrain,,89.4,22
141,,Entertainment,Horror,Saudi Arabia,English,17.5,110
200,,Entertainment,PG,Egypt,Hindi,96.3,54
115,Swimming,Sports,,Kuwait,,78.3,447
191,Tennis,Sports,,Egypt,,23.3,191
177,,Entertainment,Action,Kuwait,Turkish,32.4,957
136,,Entertainment,Drama,Saudi Arabia,English,41.9,1148
166,,Entertainment,Drama,Saudi Arabia,Arabic,8.8,660
144,,Entertainment,Comedy,Qatar,Arabic,49.3,95
134,Football,Sports,,Qatar,,139.1,643
109,,Entertainment,Romance,Egypt,English,26.4,164
128,,Entertainment,Action,Qatar,English,59.2,729
138,,Entertainment,PG,UAE,English,77.5,601
153,,Entertainment,PG,Bahrain,English,60.6,323
147,,Entertainment,Horror,Qatar,English,101.9,797
113,Cricket,Sports,,UAE,,19.9,57
189,Basketball,Sports,,Bahrain,,24.8,1608
191,Cricket,Sports,,Egypt,,28.6,237
142,Cricket,Sports,,UAE,,12.9,1096
185,,Entertainment,Action,Saudi Arabia,Arabic,76.7,453
139,,Entertainment,Action,Egypt,Turkish,1.0,59
120,,Entertainment,Horror,Qatar,Arabic,22.4,698
124,,Entertainment,Comedy,Egypt,Arabic,29.2,84
177,Tennis,Sports,,Jordan,,31.9,13
125,,Entertainment,Action,Bahrain,French,59.3,4
170,,Entertainment,Comedy,UAE,Arabic,16.4,137
164,,Entertainment,PG,Qatar,English,58.3,1026
104,,Entertainment,Action,Qatar,Turkish,131.1,606
156,Motorsports,Sports,,Kuwait,,52.1,404
166,,Entertainment,Thriller,Egypt,Arabic,11.1,964
191,,Entertainment,Thriller,Kuwait,English,6.6,1391
141,Swimming,Sports,,Qatar,,146.1,2979
148,,Entertainment,Comedy,Saudi Arabia,Arabic,103.7,30
119,,Entertainment,Comedy,UAE,Arabic,174.2,2071
130,Swimming,Sports,,Qatar,,24.0,152
106,Football,Sports,,Bahrain,,54.2,1088
152,,Entertainment,Horror,Egypt,French,21.4,59
192,Football,Sports,,Saudi Arabia,,2.7,76
160,Tennis,Sports,,Saudi Arabia,,3.3,220
186,,Entertainment,Romance,Qatar,English,12.9,304
120,Padel,Sports,,Bahrain,,47.4,168
116,,Entertainment,Horror,Egypt,Arabic,266.7,255
152,Tennis,Sports,,UAE,,74.3,1784
102,,Entertainment,Drama,UAE,Arabic,1.5,1197
167,,Entertainment,Romance,Qatar,Arabic,5.6,575
199,Padel,Sports,,UAE,,51.0,422
108,,Entertainment,Romance,Egypt,English,108.2,433
166,,Entertainment,PG,Qatar,English,231.1,4302
112,,Entertainment,PG,Saudi Arabia,Arabic,1.7,329
164,,Entertainment,Romance,Egypt,English,34.4,20
176,Padel,Sports,,Jordan,,1.1,1375
147,,Entertainment,Romance,Kuwait,English,15.4,125
111,,Entertainment,Romance,Egypt,English,51.6,474
102,,Entertainment,Drama,Qatar,English,29.8,138
174,,Entertainment,Comedy,Qatar,English,64.3,240
123,,Entertainment,Drama,UAE,Arabic,0.8,118
174,Swimming,Sports,,Bahrain,,3.8,682
153,Padel,Sports,,UAE,,130.2,800
186,Basketball,Sports,,Egypt,,2.9,1082
102,,Entertainment,Horror,Jordan,English,17.9,167
188,Tennis,Sports,,Jordan,,99.4,297
162,,Entertainment,Action,Jordan,Arabic,146.7,172
131,,Entertainment,Horror,Qatar,English,67.7,345
123,Swimming,Sports,,Saudi Arabia,,14.2,1889
130,Motorsports,Sports,,Qatar,,18.6,186
159,,Entertainment,Horror,UAE,French,114.6,53
149,Cricket,Sports,,Kuwait,,9.3,357
196,,Entertainment,Thriller,Jordan,English,5.2,1297
146,,Entertainment,Thriller,Jordan,Arabic,27.6,72
179,,Entertainment,Action,UAE,Turkish,39.9,569
171,Motorsports,Sports,,UAE,,29.8,984
128,Tennis,Sports,,UAE,,14.3,133
142,Football,Sports,,Egypt,,5.0,341
115,,Entertainment,Drama,UAE,Arabic,23.6,165
131,,Entertainment,PG,UAE,English,24.6,378
150,,Entertainment,Horror,Saudi Arabia,Arabic,20.6,56
184,,Entertainment,Horror,Saudi Arabia,Arabic,14.8,176
146,Swimming,Sports,,Qatar,,76.8,1326
185,Motorsports,Sports,,Kuwait,,139.1,2532
115,,Entertainment,Comedy,Saudi Arabia,English,190.1,451
125,Motorsports,Sports,,UAE,,80.0,68
178,Cricket,Sports,,Qatar,,6.6,819
167,Football,Sports,,Egypt,,44.5,146
128,Tennis,Sports,,UAE,,6.5,96
109,,Entertainment,PG,Kuwait,English,13.8,337
199,,Entertainment,Thriller,UAE,Turkish,36.4,409
146,,Entertainment,Horror,Qatar,Turkish,31.1,668
160,,Entertainment,Action,Jordan,Arabic,27.8,70
158,Padel,Sports,,UAE,,7.9,75
187,Swimming,Sports,,UAE,,16.8,1018
133,,Entertainment,Comedy,Qatar,English,18.5,176
110,,Entertainment,PG,Bahrain,English,0.7,1171
159,,Entertainment,PG,Qatar,English,106.9,257
153,,Entertainment,Horror,UAE,English,150.8,332
144,,Entertainment,PG,Egypt,English,8.0,304
109,,Entertainment,Action,UAE,Arabic,57.5,644
136,,Entertainment,Romance,Egypt,English,15.9,243
144,,Entertainment,PG,UAE,English,30.0,369
125,,Entertainment,Horror,UAE,English,43.6,110
149,,Entertainment,Comedy,Egypt,Arabic,23.8,1360
131,Football,Sports,,UAE,,68.5,491
196,,Entertainment,Comedy,Jordan,Turkish,44.8,221
116,,Entertainment,Drama,UAE,English,10.1,568
189,,Entertainment,PG,Qatar,Arabic,16.3,49
113,,Entertainment,PG,Kuwait,Arabic,27.9,380
180,,Entertainment,Comedy,Jordan,Arabic,62.8,38
141,Football,Sports,,Kuwait,,21.6,159
133,,Entertainment,Comedy,Saudi Arabia,Turkish,64.1,1661
151,,Entertainment,Action,Kuwait,Arabic,39.4,724
168,,Entertainment,Action,Saudi Arabia,English,20.2,4
195,,Entertainment,Romance,UAE,Hindi,23.8,4
147,,Entertainment,PG,UAE,Arabic,45.0,104
200,Motorsports,Sports,,UAE,,123.7,344
110,,Entertainment,Action,Qatar,Arabic,52.8,333
197,Swimming,Sports,,Bahrain,,64.5,804
118,,Entertainment,Drama,Saudi Arabia,English,20.5,54
123,Tennis,Sports,,Jordan,,8.1,855
169,,Entertainment,Thriller,UAE,English,21.4,535
130,Padel,Sports,,UAE,,33.5,40
162,,Entertainment,Thriller,UAE,English,99.5,86
134,Basketball,Sports,,UAE,,40.1,895
173,Basketball,Sports,,UAE,,5.8,503
137,,Entertainment,PG,UAE,Arabic,39.8,111
122,,Entertainment,Thriller,Saudi Arabia,English,7.9,919
150,Swimming,Sports,,Bahrain,,70.4,1061
188,Football,Sports,,UAE,,11.8,394
144,,Entertainment,Action,Saudi Arabia,Turkish,20.0,192
120,,Entertainment,Drama,Qatar,Turkish,179.1,120
144,,Entertainment,Comedy,Egypt,Arabic,9.8,21
188,Motorsports,Sports,,Egypt,,33.1,372
113,,Entertainment,Comedy,Jordan,English,23.1,877
176,,Entertainment,Thriller,Qatar,Arabic,17.1,512
119,,Entertainment,Comedy,UAE,English,5.6,1392
122,Basketball,Sports,,Qatar,,31.5,96
133,Basketball,Sports,,Kuwait,,36.2,71
136,,Entertainment,Drama,Kuwait,Arabic,34.1,705
122,Tennis,Sports,,Qatar,,61.0,184
180,Motorsports,Sports,,UAE,,108.9,658
106,,Entertainment,Horror,Egypt,English,44.6,30
115,Swimming,Sports,,UAE,,0.5,142
158,,Entertainment,Romance,UAE,Turkish,89.3,551
163,Basketball,Sports,,UAE,,62.3,36
181,,Entertainment,Drama,Qatar,French,9.3,217
176,,Entertainment,Horror,UAE,Hindi,12.2,75
189,Football,Sports,,Egypt,,270.9,460
140,Cricket,Sports,,Bahrain,,69.8,786
188,Football,Sports,,Jordan,,0.9,68
190,,Entertainment,Horror,Egypt,Arabic,51.8,479
197,,Entertainment,Romance,Kuwait,Arabic,42.6,1896
190,Padel,Sports,,Qatar,,100.0,1301
157,,Entertainment,Comedy,UAE,Arabic,103.3,246
103,Basketball,Sports,,UAE,,40.0,264
155,,Entertainment,Drama,Egypt,English,58.5,582
122,Football,Sports,,UAE,,45.1,189
154,,Entertainment,Comedy,Bahrain,Arabic,35.6,96
107,,Entertainment,Thriller,UAE,English,71.1,51
158,Tennis,Sports,,Kuwait,,270.7,51
158,,Entertainment,Horror,Egypt,Arabic,17.1,803
110,Swimming,Sports,,UAE,,5.9,1157
136,Padel,Sports,,Kuwait,,148.7,31
151,Motorsports,Sports,,Egypt,,27.4,94
171,,Entertainment,Thriller,Kuwait,Arabic,33.6,799
141,,Entertainment,Romance,UAE,English,55.1,298
188,Basketball,Sports,,Egypt,,75.2,140
199,Swimming,Sports,,UAE,,3.4,757
174,,Entertainment,Action,Egypt,English,8.4,524
186,Basketball,Sports,,Qatar,,53.0,78
172,,Entertainment,Romance,Kuwait,Arabic,25.1,530
194,Cricket,Sports,,Kuwait,,6.8,25
190,Motorsports,Sports,,UAE,,1.1,494
136,,Entertainment,Drama,Saudi Arabia,English,23.2,176
195,,Entertainment,Comedy,Egypt,Arabic,13.8,183
106,,Entertainment,Comedy,Saudi Arabia,English,30.6,196
120,,Entertainment,Drama,Jordan,English,44.2,637
136,Swimming,Sports,,UAE,,73.8,786
132,Football,Sports,,Qatar,,15.0,436
176,,Entertainment,Romance,Bahrain,Turkish,46.8,371
154,Swimming,Sports,,UAE,,73.4,1636
132,,Entertainment,PG,Bahrain,English,129.0,871
166,,Entertainment,PG,Saudi Arabia,Arabic,137.2,441
107,Football,Sports,,UAE,,129.4,1265
130,Padel,Sports,,Qatar,,82.7,422
171,Motorsports,Sports,,Saudi Arabia,,130.7,16
139,Football,Sports,,UAE,,114.5,450
175,Football,Sports,,UAE,,4.1,569
163,,Entertainment,Comedy,Egypt,English,29.3,29
145,,Entertainment,Action,Egypt,English,7.2,169
146,Motorsports,Sports,,Kuwait,,61.4,20
112,,Entertainment,Action,UAE,French,1.1,978
130,Padel,Sports,,UAE,,29.2,532
125,,Entertainment,Comedy,Saudi Arabia,Arabic,88.9,214
167,,Entertainment,Romance,Bahrain,Arabic,7.8,349
165,,Entertainment,Romance,Egypt,English,26.5,460
120,,Entertainment,Thriller,Kuwait,English,3.2,956
182,Swimming,Sports,,Jordan,,49.2,1277
122,,Entertainment,Action,Saudi Arabia,English,36.2,588
145,,Entertainment,Romance,Bahrain,English,106.6,411
196,Padel,Sports,,UAE,,215.4,1214
157,Basketball,Sports,,Saudi Arabia,,102.0,685
198,,Entertainment,PG,UAE,English,147.7,508
116,Basketball,Sports,,Saudi Arabia,,2.6,371
125,,Entertainment,Romance,Kuwait,English,134.7,497
149,Tennis,Sports,,Saudi Arabia,,23.8,979
192,,Entertainment,PG,Egypt,Hindi,0.6,649
111,,Entertainment,PG,Qatar,Arabic,25.5,223
111,,Entertainment,Romance,Egypt,Arabic,51.2,741
175,,Entertainment,PG,UAE,English,20.4,1260
147,Swimming,Sports,,Egypt,,26.9,218
200,,Entertainment,Horror,Egypt,Arabic,6.8,715
163,,Entertainment,Comedy,Jordan,English,38.1,538
124,Swimming,Sports,,Kuwait,,46.0,213
156,,Entertainment,Romance,UAE,Arabic,27.8,244
180,,Entertainment,Thriller,Jordan,Arabic,28.4,77
163,Tennis,Sports,,Egypt,,9.9,113
114,Cricket,Sports,,Egypt,,105.7,23
114,,Entertainment,Action,UAE,Turkish,44.9,1338
192,,Entertainment,Comedy,Kuwait,Hindi,226.4,252
130,Football,Sports,,UAE,,4.7,158
159,,Entertainment,Romance,Qatar,English,36.1,616
175,,Entertainment,Comedy,Kuwait,English,1.0,1884
113,,Entertainment,PG,Saudi Arabia,English,56.9,75
161,Football,Sports,,Qatar,,16.2,533
149,Swimming,Sports,,Qatar,,10.6,592
154,Swimming,Sports,,Egypt,,26.3,600
114,Swimming,Sports,,Saudi Arabia,,70.9,480
110,,Entertainment,Romance,Jordan,English,86.4,395
132,Swimming,Sports,,Jordan,,114.7,642
178,,Entertainment,Comedy,Kuwait,English,29.3,180
199,,Entertainment,Thriller,Qatar,English,9.3,113
200,Tennis,Sports,,Kuwait,,104.2,117
165,,Entertainment,PG,UAE,Arabic,72.4,259
139,Tennis,Sports,,Qatar,,63.1,58
114,Cricket,Sports,,Bahrain,,71.6,1542
102,Cricket,Sports,,Jordan,,82.3,535
105,Swimming,Sports,,Qatar,,6.6,1274
172,Cricket,Sports,,Jordan,,23.1,217
165,,Entertainment,Drama,Egypt,English,82.4,1697
145,Tennis,Sports,,Egypt,,221.5,288
181,Swimming,Sports,,Bahrain,,25.4,2019
198,,Entertainment,PG,Qatar,English,8.3,57
167,,Entertainment,PG,Bahrain,Arabic,56.5,389
169,,Entertainment,Action,UAE,Arabic,28.2,205
116,Motorsports,Sports,,Saudi Arabia,,96.6,1265
155,,Entertainment,Horror,Jordan,English,33.8,1030
159,,Entertainment,Thriller,Qatar,Turkish,71.7,344
177,,Entertainment,Thriller,Egypt,English,25.4,1905
199,,Entertainment,PG,Egypt,English,12.7,385
173,,Entertainment,Thriller,Egypt,Hindi,88.6,537
117,,Entertainment,Action,Egypt,Hindi,49.1,242
172,,Entertainment,Thriller,Qatar,French,37.1,385
159,,Entertainment,Comedy,Egypt,English,11.8,906
143,Tennis,Sports,,Jordan,,65.6,1682
106,,Entertainment,Comedy,Egypt,Arabic,40.8,171
137,Motorsports,Sports,,UAE,,5.2,68
187,,Entertainment,Romance,UAE,French,17.4,699
128,,Entertainment,Comedy,Egypt,Arabic,16.3,249
184,,Entertainment,Thriller,Egypt,English,81.4,300
102,Motorsports,Sports,,Kuwait,,60.5,285
175,,Entertainment,Action,Bahrain,Arabic,12.7,222
152,Football,Sports,,UAE,,77.2,226
